Old stable ID, New stable ID, Release, Mapping score
ENSG00000257083.1, ENSG00000257083.2, 76, 1
ENSG00000257083.2, ENSG00000257083.3, 77, 1
ENSG00000257083.3, ENSG00000257083.4, 79, 1
ENSG00000257083.4, ENSG00000257083.5, 81, 1
ENSG00000257083.5, ENSG00000257083.6, 96, 0.927722
ENSG00000257083.6, ENSG00000257083.7, 97, 0.89385
ENSG00000257083.7, ENSG00000257083.7, 98, 0.9
ENSG00000257083.7, ENSG00000257083.7, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000223718.1, ENSG00000223718.2, 62, 0.964975
ENSG00000223718.2, ENSG00000223718.3, 76, 0.998363

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264401.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234940.1, ENSG00000234940.1, 98, 0.9
ENSG00000234940.1, ENSG00000234940.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250771.1, ENSG00000250771.2, 71, 0.910041
ENSG00000250771.2, ENSG00000250771.2, 98, 0.943034
ENSG00000250771.2, ENSG00000250771.2, 99, 0.943034

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266342.1, <retired>, 76, 0
ENSG00000266342.1, ENSG00000264527.2, 76, 1

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257917.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267494.1, ENSG00000267494.2, 74, 0.946741
ENSG00000267494.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000223695.1, ENSG00000223695.1, 98, 0.9
ENSG00000223695.1, ENSG00000223695.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258154.1, ENSG00000258154.2, 81, 0.897429

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268969.1, <retired>, 76, 0
ENSG00000268969.1, ENSG00000259886.2, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000242553.1, ENSG00000242553.1, 98, 0.9
ENSG00000242553.1, ENSG00000242553.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260351.1, ENSG00000260351.1, 92, 0.72
ENSG00000260351.1, ENSG00000260351.1, 98, 0.9
ENSG00000260351.1, ENSG00000260351.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000203438.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257737.1, ENSG00000257737.1, 92, 0.72
ENSG00000257737.1, ENSG00000257737.1, 98, 0.9
ENSG00000257737.1, ENSG00000257737.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000203443.1, ENSG00000203443.2, 55, 0.419048
ENSG00000203443.2, ENSG00000203443.2, 63, 0.919192
ENSG00000203443.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257468.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000223969.1, ENSG00000223969.2, 76, 1
ENSG00000223969.2, ENSG00000223969.3, 77, 1
ENSG00000223969.3, ENSG00000223969.4, 79, 1
ENSG00000223969.4, ENSG00000223969.5, 81, 1
ENSG00000223969.5, ENSG00000223969.5, 92, 0.72
ENSG00000223969.5, ENSG00000223969.6, 97, 0.706073
ENSG00000223969.6, ENSG00000223969.6, 98, 0.9
ENSG00000223969.6, ENSG00000223969.6, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264034.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249419.1, ENSG00000249419.1, 92, 0.72
ENSG00000249419.1, ENSG00000249419.1, 98, 0.9
ENSG00000249419.1, ENSG00000249419.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000222521.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000232153.1, ENSG00000232153.2, 62, 0.994118
ENSG00000232153.2, ENSG00000232153.3, 97, 0.227848
ENSG00000232153.3, ENSG00000232153.3, 98, 0.9
ENSG00000232153.3, ENSG00000232153.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265350.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258535.1, ENSG00000258535.1, 98, 0.9
ENSG00000258535.1, ENSG00000258535.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000256818.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253122.1, ENSG00000253122.1, 98, 0.9
ENSG00000253122.1, ENSG00000253122.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000203279.1, ENSG00000203279.2, 55, 0.242017
ENSG00000203279.2, ENSG00000203279.3, 73, 0.847401
ENSG00000203279.3, ENSG00000203279.4, 97, 0.987787
ENSG00000203279.4, ENSG00000203279.4, 98, 0.9
ENSG00000203279.4, ENSG00000203279.4, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238368.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269327.1, <retired>, 76, 0
ENSG00000269327.1, ENSG00000173275.9, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000256458.1, ENSG00000256458.1, 92, 0.72
ENSG00000256458.1, ENSG00000256458.1, 98, 0.9
ENSG00000256458.1, ENSG00000256458.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267394.1, ENSG00000267394.1, 92, 0.72
ENSG00000267394.1, ENSG00000267394.1, 98, 0.9
ENSG00000267394.1, ENSG00000267394.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227374.1, ENSG00000227374.1, 96, 0.9
ENSG00000227374.1, ENSG00000227374.1, 98, 0.9
ENSG00000227374.1, ENSG00000227374.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268082.1, <retired>, 76, 0
ENSG00000268082.1, ENSG00000230241.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000256204.1, ENSG00000256204.1, 98, 0.9
ENSG00000256204.1, ENSG00000256204.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213385.1, ENSG00000213385.2, 55, 0.924007
ENSG00000213385.2, ENSG00000213385.3, 62, 0.894

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213365.1, ENSG00000213365.2, 55, 0.985263
ENSG00000213365.2, ENSG00000213365.3, 62, 0.905878

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251367.1, ENSG00000251367.1, 98, 0.9
ENSG00000251367.1, ENSG00000251367.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249526.1, ENSG00000249526.1, 98, 0.9
ENSG00000249526.1, ENSG00000249526.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000196085.1, ENSG00000196085.2, 38, 0
ENSG00000196085.2, ENSG00000196085.3, 47, 0.68393
ENSG00000196085.3, ENSG00000196085.4, 50, 0.835197
ENSG00000196085.4, ENSG00000196085.5, 55, 0.190656

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243888.1, ENSG00000243888.1, 85, 0.9
ENSG00000243888.1, ENSG00000243888.1, 98, 0.9
ENSG00000243888.1, ENSG00000243888.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221523.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251388.1, ENSG00000251388.1, 98, 0.9
ENSG00000251388.1, ENSG00000251388.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000231138.1, ENSG00000231138.1, 92, 0.72
ENSG00000231138.1, ENSG00000231138.1, 98, 0.9
ENSG00000231138.1, ENSG00000231138.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227803.1, ENSG00000227803.2, 73, 0.669002
ENSG00000227803.2, ENSG00000227803.2, 92, 0.72
ENSG00000227803.2, ENSG00000227803.2, 98, 0.9
ENSG00000227803.2, ENSG00000227803.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000188512.1, ENSG00000188512.2, 38, 0
ENSG00000188512.2, ENSG00000188512.3, 47, 0.66385
ENSG00000188512.3, ENSG00000188512.4, 55, 0.675556
ENSG00000188512.4, ENSG00000188512.5, 60, 0.963743
ENSG00000188512.5, ENSG00000188512.6, 76, 0.996284

Old stable ID, New stable ID, Release, Mapping score
ENSG00000199066.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260005.1, ENSG00000260005.2, 67, 0.686146
ENSG00000260005.2, ENSG00000260005.3, 76, 1
ENSG00000260005.3, ENSG00000260005.4, 77, 1
ENSG00000260005.4, ENSG00000260005.5, 79, 1
ENSG00000260005.5, ENSG00000260005.6, 81, 1
ENSG00000260005.6, ENSG00000260005.6, 92, 0.72
ENSG00000260005.6, ENSG00000260005.6, 98, 0.9
ENSG00000260005.6, ENSG00000260005.6, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000237534.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266340.1, ENSG00000266340.1, 92, 0.72
ENSG00000266340.1, ENSG00000266340.1, 98, 0.9
ENSG00000266340.1, ENSG00000266340.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000247629.1, ENSG00000247629.2, 62, 0.992695
ENSG00000247629.2, <retired>, 72, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000223929.1, <retired>, 94, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236238.1, ENSG00000236238.2, 62, 0.560878

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259077.1, ENSG00000259077.1, 98, 0.9
ENSG00000259077.1, ENSG00000259077.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235037.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000223930.1, ENSG00000223930.2, 76, 1
ENSG00000223930.2, ENSG00000223930.3, 77, 1
ENSG00000223930.3, ENSG00000223930.4, 79, 1
ENSG00000223930.4, ENSG00000223930.5, 81, 1
ENSG00000223930.5, ENSG00000223930.6, 96, 0.848705
ENSG00000223930.6, ENSG00000223930.7, 97, 0.707512
ENSG00000223930.7, ENSG00000223930.7, 98, 0.9
ENSG00000223930.7, ENSG00000223930.7, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250453.1, ENSG00000250453.2, 97, 0.514458
ENSG00000250453.2, ENSG00000250453.2, 98, 0.9
ENSG00000250453.2, ENSG00000250453.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213480.1, ENSG00000213480.2, 58, 0.889321
ENSG00000213480.2, ENSG00000213480.3, 62, 0.889482

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261410.1, ENSG00000261410.1, 92, 0.72
ENSG00000261410.1, ENSG00000261410.1, 98, 0.9
ENSG00000261410.1, ENSG00000261410.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268827.1, <retired>, 76, 0
ENSG00000268827.1, ENSG00000176988.5, 76, 1

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221538.1, <retired>, 79, 0
ENSG00000221538.1, ENSG00000281281.1, 79, 0.837989

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268460.1, ENSG00000268460.2, 97, 0.857162
ENSG00000268460.2, ENSG00000268460.2, 98, 0.928433
ENSG00000268460.2, ENSG00000268460.2, 99, 0.928433

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235938.1, ENSG00000235938.2, 56, 0.934759
ENSG00000235938.2, ENSG00000235938.3, 58, 0.847406
ENSG00000235938.3, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259493.1, ENSG00000259493.2, 70, 0.999523

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228809.1, ENSG00000228809.2, 79, 0.778918
ENSG00000228809.2, ENSG00000228809.2, 92, 0.821391
ENSG00000228809.2, ENSG00000228809.2, 98, 0.9
ENSG00000228809.2, ENSG00000228809.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264154.1, ENSG00000264154.2, 73, 0.981415
ENSG00000264154.2, ENSG00000226653.2, 76, 1
ENSG00000264154.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269198.1, <retired>, 76, 0
ENSG00000269198.1, ENSG00000102032.9, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262944.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261184.1, ENSG00000261184.2, 94, 0.807518
ENSG00000261184.2, ENSG00000261184.3, 97, 0.998357
ENSG00000261184.3, ENSG00000261184.3, 98, 0.9
ENSG00000261184.3, ENSG00000261184.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238528.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000251591.1, ENSG00000251591.2, 70, 0.996564

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000255680.1, ENSG00000255680.1, 92, 0.72
ENSG00000255680.1, ENSG00000255680.1, 98, 0.9
ENSG00000255680.1, ENSG00000255680.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265379.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000224467.1, ENSG00000224467.1, 92, 0.72
ENSG00000224467.1, ENSG00000224467.1, 98, 0.9
ENSG00000224467.1, ENSG00000224467.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259177.1, ENSG00000259177.1, 92, 0.72
ENSG00000259177.1, ENSG00000259177.1, 98, 0.9
ENSG00000259177.1, ENSG00000259177.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000176879.1, ENSG00000176879.2, 62, 0.931983
ENSG00000176879.2, ENSG00000176879.3, 76, 0.936314
ENSG00000176879.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000204844.1, ENSG00000204844.2, 47, 0.938148
ENSG00000204844.2, ENSG00000204844.3, 50, 0.944108
ENSG00000204844.3, ENSG00000204844.4, 55, 0.92439
ENSG00000204844.4, ENSG00000204844.5, 62, 0.672965
ENSG00000204844.5, ENSG00000204844.6, 70, 0.958654
ENSG00000204844.6, ENSG00000204844.7, 72, 0.629405
ENSG00000204844.7, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000221222.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252910.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268090.1, <retired>, 76, 0
ENSG00000268090.1, ENSG00000101951.13, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000255958.1, ENSG00000255958.1, 92, 0.72
ENSG00000255958.1, ENSG00000255958.1, 98, 0.9
ENSG00000255958.1, ENSG00000255958.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260791.1, <retired>, 76, 0
ENSG00000260791.1, ENSG00000240031.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262662.1, ENSG00000262662.1, 92, 0.72
ENSG00000262662.1, ENSG00000262662.1, 98, 0.9
ENSG00000262662.1, ENSG00000262662.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227627.1, ENSG00000227627.2, 85, 0.761524
ENSG00000227627.2, ENSG00000227627.2, 92, 0.72
ENSG00000227627.2, ENSG00000227627.3, 97, 0.891284
ENSG00000227627.3, ENSG00000227627.3, 98, 0.9
ENSG00000227627.3, ENSG00000227627.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261230.1, <retired>, 76, 0
ENSG00000261230.1, ENSG00000071894.11, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000230289.1, ENSG00000230289.1, 92, 0.72
ENSG00000230289.1, ENSG00000230289.1, 98, 0.9
ENSG00000230289.1, ENSG00000230289.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252285.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235834.1, ENSG00000235834.1, 98, 0.9
ENSG00000235834.1, ENSG00000235834.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000230856.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000256220.1, ENSG00000256220.1, 98, 0.9
ENSG00000256220.1, ENSG00000256220.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000186117.1, ENSG00000186117.2, 55, 0.943707
ENSG00000186117.2, ENSG00000186117.3, 76, 0.925842
ENSG00000186117.3, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000231183.1, ENSG00000231183.2, 56, 0.819292
ENSG00000231183.2, ENSG00000231183.3, 58, 0.934942
ENSG00000231183.3, ENSG00000231183.4, 97, 0.790867
ENSG00000231183.4, ENSG00000231183.4, 98, 0.9
ENSG00000231183.4, ENSG00000231183.4, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254514.1, ENSG00000254514.1, 98, 0.9
ENSG00000254514.1, ENSG00000254514.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000230312.1, ENSG00000230312.2, 71, 0.947225

Old stable ID, New stable ID, Release, Mapping score
ENSG00000176937.1, ENSG00000176937.2, 15, 0
ENSG00000176937.2, ENSG00000176937.3, 18.1, 0
ENSG00000176937.3, ENSG00000176937.4, 26, 0
ENSG00000176937.4, ENSG00000176937.5, 27, 0
ENSG00000176937.5, ENSG00000176937.6, 38, 0
ENSG00000176937.6, ENSG00000176937.7, 47, 0.819597
ENSG00000176937.7, ENSG00000176937.8, 62, 0.972906
ENSG00000176937.8, ENSG00000176937.9, 76, 0.961538
ENSG00000176937.9, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266135.1, <retired>, 76, 0
ENSG00000266135.1, ENSG00000275878.1, 76, 0.996552
ENSG00000266135.1, ENSG00000274656.1, 76, 0.996564

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264790.1, ENSG00000264790.1, 98, 0.9
ENSG00000264790.1, ENSG00000264790.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260321.1, <retired>, 76, 0
ENSG00000260321.1, ENSG00000256540.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257640.1, ENSG00000257640.1, 92, 0.72
ENSG00000257640.1, <retired>, 96, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262523.1, <retired>, 76, 0
ENSG00000262523.1, ENSG00000149218.4, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257997.1, ENSG00000257997.2, 76, 1
ENSG00000257997.2, ENSG00000257997.3, 77, 1
ENSG00000257997.3, ENSG00000257997.4, 79, 1
ENSG00000257997.4, ENSG00000257997.5, 81, 1
ENSG00000257997.5, ENSG00000257997.5, 98, 0.9
ENSG00000257997.5, ENSG00000257997.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000189372.1, ENSG00000189372.2, 38, 0
ENSG00000189372.2, ENSG00000189372.3, 55, 0.998944
ENSG00000189372.3, ENSG00000189372.4, 58, 0.99421

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260079.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266591.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254002.1, ENSG00000254002.2, 97, 0.372896
ENSG00000254002.2, ENSG00000254002.2, 98, 0.9
ENSG00000254002.2, ENSG00000254002.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269460.1, ENSG00000269460.1, 98, 0.9
ENSG00000269460.1, ENSG00000269460.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261889.1, ENSG00000261889.1, 98, 0.9
ENSG00000261889.1, ENSG00000261889.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000224985.1, ENSG00000224985.1, 92, 0.72
ENSG00000224985.1, ENSG00000224985.1, 98, 0.9
ENSG00000224985.1, ENSG00000224985.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262737.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235398.1, ENSG00000235398.2, 71, 0.999609
ENSG00000235398.2, ENSG00000235398.3, 72, 0.999964
ENSG00000235398.3, ENSG00000235398.4, 74, 0.937334
ENSG00000235398.4, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268787.1, <retired>, 76, 0
ENSG00000268787.1, ENSG00000201341.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265690.1, ENSG00000265690.2, 72, 0.951552
ENSG00000265690.2, ENSG00000265690.3, 74, 0.924929
ENSG00000265690.3, ENSG00000265690.4, 76, 1
ENSG00000265690.4, ENSG00000265690.5, 77, 1
ENSG00000265690.5, ENSG00000265690.6, 79, 1
ENSG00000265690.6, ENSG00000265690.7, 81, 1
ENSG00000265690.7, ENSG00000265690.7, 98, 0.986729
ENSG00000265690.7, ENSG00000265690.7, 99, 0.986729

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264753.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264715.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269759.1, <retired>, 76, 0
ENSG00000269759.1, ENSG00000063601.13, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263519.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249359.1, ENSG00000249359.2, 71, 0.996631
ENSG00000249359.2, ENSG00000249359.3, 97, 0.903429
ENSG00000249359.3, ENSG00000249359.3, 98, 0.9
ENSG00000249359.3, ENSG00000249359.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213331.1, ENSG00000213331.2, 55, 0.973214
ENSG00000213331.2, ENSG00000213331.3, 58, 0.923648
ENSG00000213331.3, ENSG00000213331.4, 62, 0.943514

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259287.1, ENSG00000259287.2, 76, 0.899319
ENSG00000259287.2, ENSG00000259287.2, 92, 0.72
ENSG00000259287.2, ENSG00000259287.2, 98, 0.9
ENSG00000259287.2, ENSG00000259287.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269492.1, <retired>, 76, 0
ENSG00000269492.1, ENSG00000224533.4, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267124.1, ENSG00000267124.2, 73, 0.805146
ENSG00000267124.2, ENSG00000267124.2, 92, 0.72
ENSG00000267124.2, ENSG00000267124.2, 98, 0.9
ENSG00000267124.2, ENSG00000267124.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228604.1, ENSG00000228604.2, 69, 0.999149
ENSG00000228604.2, ENSG00000228604.3, 70, 0.907136
ENSG00000228604.3, ENSG00000228604.3, 92, 0.72
ENSG00000228604.3, ENSG00000228604.3, 98, 0.9
ENSG00000228604.3, ENSG00000228604.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253896.1, ENSG00000253896.2, 61, 0.995177
ENSG00000253896.2, ENSG00000253896.3, 71, 0.883781
ENSG00000253896.3, ENSG00000253896.3, 77, 0.72
ENSG00000253896.3, ENSG00000253896.3, 98, 0.9
ENSG00000253896.3, ENSG00000253896.3, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269128.1, <retired>, 76, 0
ENSG00000269128.1, ENSG00000229885.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269263.1, <retired>, 76, 0
ENSG00000269263.1, ENSG00000224107.2, 76, 1

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260888.1, <retired>, 76, 0
ENSG00000260888.1, ENSG00000232121.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257270.1, ENSG00000257270.1, 92, 0.72
ENSG00000257270.1, ENSG00000257270.1, 98, 0.9
ENSG00000257270.1, ENSG00000257270.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000230788.1, ENSG00000230788.2, 71, 0.998805

Old stable ID, New stable ID, Release, Mapping score
ENSG00000232710.1, ENSG00000232710.1, 77, 0.9
ENSG00000232710.1, ENSG00000232710.1, 98, 0.9
ENSG00000232710.1, ENSG00000232710.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252477.1, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254927.1, ENSG00000254927.1, 98, 0.9
ENSG00000254927.1, ENSG00000254927.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000224600.1, ENSG00000224600.2, 56, 0.959359
ENSG00000224600.2, ENSG00000224600.3, 58, 0.961053
ENSG00000224600.3, ENSG00000224600.4, 70, 0.992978
ENSG00000224600.4, ENSG00000224600.5, 76, 0.992978

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267937.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264612.1, ENSG00000275065.1, 76, 0.922156
ENSG00000264612.1, <retired>, 76, 0
ENSG00000264612.1, ENSG00000278297.1, 76, 0.981818
ENSG00000264612.1, ENSG00000274773.1, 76, 1
